"ID" "Mark level" "Age class" "Gender" "TOT" "Data" "Observed"
"UNIRM_317" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_318" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_319" "PM" "A" "U" 3 2020-09-17 0
"UNIRM_320" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_321" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_322" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_323" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_324" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_325" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_326" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_327" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_328" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_329" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_330" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_331" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_332" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_333" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_334" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_335" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_336" "PM" "A" "U" 5 2020-09-17 0
"UNIRM_337" "WM" "A" "U" 7 2020-09-17 0
"UNIRM_338" "LM" "A" "U" 3 2020-09-17 0
"UNIRM_339" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_340" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_341" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_342" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_343" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_344" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_345" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_346" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_347" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_348" "WM" "A" "U" 3 2020-09-17 0
"UNIRM_349" "LM" "A" "U" 2 2020-09-17 0
"UNIRM_350" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_351" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_352" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_353" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_354" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_355" "PM" "A" "U" 2 2020-09-17 0
"UNIRM_356" "LM" "A" "U" 1 2020-09-17 0
"UNIRM_357" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_358" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_359" "WM" "A" "U" 1 2020-09-17 0
"UNIRM_360" "PM" "A" "U" 1 2020-09-17 0
"UNIRM_001" "WM" "A+I" "F" 10 2020-09-19 0
"UNIRM_002" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_003" "WM" "A" "M" 11 2020-09-19 0
"UNIRM_004" "WM" "A+I" "F" 1 2020-09-19 0
"UNIRM_005" "LM" "I" "U" 1 2020-09-19 0
"UNIRM_006" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_007" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_008" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_009" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_010" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_011=067" "WM" "A" "F" 8 2020-09-19 0
"UNIRM_012" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_013" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_014" "WM" "A" "U" 6 2020-09-19 1
"UNIRM_015" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_016" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_017" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_018" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_019" "WM" "A" "U" 5 2020-09-19 0
"UNIRM_020" "WM" "A" "U" 20 2020-09-19 0
"UNIRM_021" "WM" "A" "U" 12 2020-09-19 0
"UNIRM_022" "WM" "A" "F" 17 2020-09-19 1
"UNIRM_023" "WM" "A" "F" 14 2020-09-19 0
"UNIRM_024" "WM" "A" "F" 4 2020-09-19 0
"UNIRM_025" "WM" "A" "U" 30 2020-09-19 1
"UNIRM_026" "WM" "A" "F" 24 2020-09-19 1
"UNIRM_027" "PM" "A" "U" 9 2020-09-19 0
"UNIRM_028" "WM" "A" "U" 16 2020-09-19 0
"UNIRM_029" "WM" "A" "F" 17 2020-09-19 0
"UNIRM_030" "WM" "A" "F" 10 2020-09-19 0
"UNIRM_031" "WM" "A" "F" 19 2020-09-19 0
"UNIRM_032" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_033" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_034" "WM" "A" "F" 17 2020-09-19 1
"UNIRM_035" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_036" "PM" "A" "F" 3 2020-09-19 0
"UNIRM_037" "WM" "A" "U" 11 2020-09-19 0
"UNIRM_038" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_039" "WM" "A" "F" 3 2020-09-19 0
"UNIRM_040" "WM" "A" "U" 19 2020-09-19 1
"UNIRM_041" "WM" "A" "U" 20 2020-09-19 1
"UNIRM_042" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_043" "WM" "A" "F" 19 2020-09-19 1
"UNIRM_044" "WM" "A" "F" 21 2020-09-19 1
"UNIRM_045" "WM" "A" "F" 27 2020-09-19 1
"UNIRM_046" "WM" "A" "U" 9 2020-09-19 1
"UNIRM_047" "WM" "A" "F" 1 2020-09-19 0
"UNIRM_048" "LM" "A" "F" 10 2020-09-19 0
"UNIRM_049=222" "WM" "A" "F" 15 2020-09-19 0
"UNIRM_050" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_051" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_052" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_053" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_054" "LM" "A" "U" 8 2020-09-19 0
"UNIRM_055" "WM" "A" "U" 17 2020-09-19 0
"UNIRM_056" "WM" "A" "U" 6 2020-09-19 0
"UNIRM_057" "WM" "A" "U" 17 2020-09-19 0
"UNIRM_058=236" "LM" "A" "U" 12 2020-09-19 0
"UNIRM_059" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_060" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_061" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_062" "WM" "A" "U" 9 2020-09-19 0
"UNIRM_063" "WM" "A" "U" 21 2020-09-19 0
"UNIRM_064" "WM" "A" "U" 18 2020-09-19 1
"UNIRM_065" "WM" "A" "U" 4 2020-09-19 0
"UNIRM_066" "WM" "A" "U" 10 2020-09-19 0
"UNIRM_068=071" "LM" "A" "U" 6 2020-09-19 0
"UNIRM_069" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_070" "PM" "A" "U" 12 2020-09-19 0
"UNIRM_072" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_073" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_080" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_081" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_082" "WM" "A" "U" 14 2020-09-19 1
"UNIRM_083" "WM" "A" "U" 7 2020-09-19 0
"UNIRM_084" "WM" "A" "F" 1 2020-09-19 0
"UNIRM_085" "WM" "A" "F" 1 2020-09-19 0
"UNIRM_086" "PM" "A" "U" 21 2020-09-19 1
"UNIRM_087" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_088" "WM" "A" "F" 1 2020-09-19 0
"UNIRM_089" "WM" "A" "F" 1 2020-09-19 0
"UNIRM_090" "PM" "A" "U" 2 2020-09-19 0
"UNIRM_091" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_092=175" "PM" "A" "F" 18 2020-09-19 1
"UNIRM_093" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_094" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_095" "WM" "A" "F" 2 2020-09-19 0
"UNIRM_096" "WM" "A" "F" 2 2020-09-19 0
"UNIRM_097" "WM" "A" "F" 1 2020-09-19 0
"UNIRM_098" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_099" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_100" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_101" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_102" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_103" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_104" "WM" "A" "F" 1 2020-09-19 0
"UNIRM_105" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_106=232" "WM" "A" "U" 16 2020-09-19 0
"UNIRM_107" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_108" "LM" "A" "F" 2 2020-09-19 0
"UNIRM_109" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_110" "PM" "A" "F" 2 2020-09-19 0
"UNIRM_111" "WM" "A" "U" 9 2020-09-19 0
"UNIRM_112" "WM" "A" "F" 8 2020-09-19 0
"UNIRM_113" "WM" "A" "U" 4 2020-09-19 0
"UNIRM_114" "WM" "A" "F" 5 2020-09-19 0
"UNIRM_115" "PM" "A" "U" 3 2020-09-19 0
"UNIRM_116" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_117" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_118" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_119" "WM" "A" "U" 8 2020-09-19 0
"UNIRM_120" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_121" "LM" "A" "U" 11 2020-09-19 0
"UNIRM_122" "WM" "A" "U" 5 2020-09-19 0
"UNIRM_123" "WM" "A" "U" 4 2020-09-19 0
"UNIRM_124" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_125" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_126" "LM" "I" "U" 21 2020-09-19 0
"UNIRM_127" "WM" "A" "U" 4 2020-09-19 0
"UNIRM_128" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_129" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_130" "PM" "A" "F" 3 2020-09-19 0
"UNIRM_131" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_132" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_133" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_134" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_135" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_136" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_137" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_138" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_139" "WM" "A" "F" 5 2020-09-19 0
"UNIRM_140" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_141" "WM" "A" "U" 4 2020-09-19 0
"UNIRM_142" "WM" "A" "F" 18 2020-09-19 1
"UNIRM_143" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_144=231" "PM" "A" "U" 17 2020-09-19 0
"UNIRM_145" "PM" "A" "F" 14 2020-09-19 1
"UNIRM_146" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_147" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_148" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_149" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_150" "WM" "A" "F" 12 2020-09-19 0
"UNIRM_151" "PM" "I" "U" 1 2020-09-19 0
"UNIRM_152" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_153" "WM" "A" "U" 13 2020-09-19 1
"UNIRM_154" "WM" "A" "U" 10 2020-09-19 0
"UNIRM_155" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_156" "WM" "A" "U" 4 2020-09-19 0
"UNIRM_157" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_158" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_159" "WM" "A" "U" 8 2020-09-19 0
"UNIRM_160" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_161" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_162" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_163" "WM" "A" "F" 3 2020-09-19 0
"UNIRM_164" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_165" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_166" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_167" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_168" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_169" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_170" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_171" "WM" "A" "F" 1 2020-09-19 0
"UNIRM_172" "WM" "A" "F" 2 2020-09-19 0
"UNIRM_173" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_174" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_176" "WM" "A" "U" 14 2020-09-19 1
"UNIRM_177" "WM" "A" "U" 4 2020-09-19 0
"UNIRM_178" "LM" "I" "U" 7 2020-09-19 0
"UNIRM_179" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_180" "LM" "A" "U" 8 2020-09-19 0
"UNIRM_181" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_182" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_183" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_184" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_185" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_186" "WM" "A" "F" 3 2020-09-19 0
"UNIRM_187" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_188" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_189" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_190" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_191" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_192" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_193" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_194" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_195" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_196" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_197" "LM" "A" "F" 3 2020-09-19 0
"UNIRM_198" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_199" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_200" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_201" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_202" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_203" "LM" "A" "F" 1 2020-09-19 0
"UNIRM_204" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_205" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_206" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_207" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_208" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_209" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_210" "WM" "A" "U" 9 2020-09-19 0
"UNIRM_211" "WM" "A" "U" 6 2020-09-19 0
"UNIRM_212" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_213" "LM" "A" "U" 4 2020-09-19 0
"UNIRM_214" "WM" "A" "F" 5 2020-09-19 0
"UNIRM_215" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_216" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_217" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_218" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_219" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_220" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_221" "LM" "A" "F" 8 2020-09-19 0
"UNIRM_223" "LM" "A" "F" 3 2020-09-19 0
"UNIRM_224" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_225" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_226" "WM" "A" "U" 8 2020-09-19 0
"UNIRM_227" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_228" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_229" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_230" "WM" "A" "U" 7 2020-09-19 0
"UNIRM_233" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_234" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_235" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_237" "WM" "A" "U" 4 2020-09-19 0
"UNIRM_238" "WM" "A" "F" 1 2020-09-19 0
"UNIRM_239" "LM" "A" "U" 11 2020-09-19 0
"UNIRM_240" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_241" "LM" "A" "U" 5 2020-09-19 0
"UNIRM_242" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_243" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_244" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_245" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_246" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_247" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_248" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_249" "WM" "A" "F" 2 2020-09-19 0
"UNIRM_250" "LM" "A" "U" 4 2020-09-19 0
"UNIRM_251" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_252" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_253" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_254" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_255" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_256" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_257" "LM" "A" "F" 2 2020-09-19 0
"UNIRM_258" "PM" "A" "U" 2 2020-09-19 0
"UNIRM_259" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_260" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_261" "WM" "A" "U" 5 2020-09-19 0
"UNIRM_262" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_263" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_264" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_265" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_266" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_267" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_268" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_269" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_270" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_271" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_272" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_273" "LM" "A" "U" 5 2020-09-19 0
"UNIRM_274" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_275" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_276" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_277" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_278" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_279" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_280" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_281" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_282" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_283" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_284" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_285" "LM" "A" "U" 3 2020-09-19 1
"UNIRM_286" "WM" "A" "U" 7 2020-09-19 0
"UNIRM_287" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_288" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_289" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_290" "WM" "A" "U" 3 2020-09-19 0
"UNIRM_291" "PM" "A" "U" 3 2020-09-19 1
"UNIRM_292" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_293" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_294" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_295" "LM" "A" "U" 4 2020-09-19 0
"UNIRM_296" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_297" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_298" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_299" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_300" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_301" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_302" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_303" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_304" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_305" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_306" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_307" "WM" "A" "U" 9 2020-09-19 0
"UNIRM_308" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_309" "WM" "A" "U" 7 2020-09-19 0
"UNIRM_310" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_311" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_312" "WM" "A" "U" 2 2020-09-19 0
"UNIRM_313" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_314" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_315" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_316" "PM" "A" "U" 2 2020-09-19 0
"UNIRM_317" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_318" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_319" "PM" "A" "U" 3 2020-09-19 0
"UNIRM_320" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_321" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_322" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_323" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_324" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_325" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_326" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_327" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_328" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_329" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_330" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_331" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_332" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_333" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_334" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_335" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_336" "PM" "A" "U" 5 2020-09-19 0
"UNIRM_337" "WM" "A" "U" 7 2020-09-19 1
"UNIRM_338" "LM" "A" "U" 3 2020-09-19 0
"UNIRM_339" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_340" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_341" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_342" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_343" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_344" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_345" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_346" "PM" "A" "U" 1 2020-09-19 0
"UNIRM_347" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_348" "WM" "A" "U" 3 2020-09-19 1
"UNIRM_349" "LM" "A" "U" 2 2020-09-19 0
"UNIRM_350" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_351" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_352" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_353" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_354" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_355" "PM" "A" "U" 2 2020-09-19 1
"UNIRM_356" "LM" "A" "U" 1 2020-09-19 0
"UNIRM_357" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_358" "WM" "A" "U" 1 2020-09-19 0
"UNIRM_359" "WM" "A" "U" 1 2020-09-19 1
"UNIRM_360" "PM" "A" "U" 1 2020-09-19 1
"UNIRM_001" "WM" "A+I" "F" 10 2020-09-20 0
"UNIRM_002" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_003" "WM" "A" "M" 11 2020-09-20 0
"UNIRM_004" "WM" "A+I" "F" 1 2020-09-20 0
"UNIRM_005" "LM" "I" "U" 1 2020-09-20 0
"UNIRM_006" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_007" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_008" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_009" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_010" "LM" "A" "U" 2 2020-09-20 0
"UNIRM_011=067" "WM" "A" "F" 8 2020-09-20 0
"UNIRM_012" "LM" "A" "U" 1 2020-09-20 0
"UNIRM_013" "LM" "A" "U" 1 2020-09-20 0
"UNIRM_014" "WM" "A" "U" 6 2020-09-20 0
"UNIRM_015" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_016" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_017" "LM" "A" "U" 1 2020-09-20 0
"UNIRM_018" "WM" "A" "U" 2 2020-09-20 0
"UNIRM_019" "WM" "A" "U" 5 2020-09-20 0
"UNIRM_020" "WM" "A" "U" 20 2020-09-20 1
"UNIRM_021" "WM" "A" "U" 12 2020-09-20 0
"UNIRM_022" "WM" "A" "F" 17 2020-09-20 1
"UNIRM_023" "WM" "A" "F" 14 2020-09-20 0
"UNIRM_024" "WM" "A" "F" 4 2020-09-20 0
"UNIRM_025" "WM" "A" "U" 30 2020-09-20 1
"UNIRM_026" "WM" "A" "F" 24 2020-09-20 1
"UNIRM_027" "PM" "A" "U" 9 2020-09-20 0
"UNIRM_028" "WM" "A" "U" 16 2020-09-20 0
"UNIRM_029" "WM" "A" "F" 17 2020-09-20 0
"UNIRM_030" "WM" "A" "F" 10 2020-09-20 0
"UNIRM_031" "WM" "A" "F" 19 2020-09-20 0
"UNIRM_032" "WM" "A" "U" 2 2020-09-20 0
"UNIRM_033" "WM" "A" "U" 3 2020-09-20 0
"UNIRM_034" "WM" "A" "F" 17 2020-09-20 0
"UNIRM_035" "PM" "A" "U" 1 2020-09-20 0
"UNIRM_036" "PM" "A" "F" 3 2020-09-20 0
"UNIRM_037" "WM" "A" "U" 11 2020-09-20 0
"UNIRM_038" "PM" "A" "U" 1 2020-09-20 0
"UNIRM_039" "WM" "A" "F" 3 2020-09-20 0
"UNIRM_040" "WM" "A" "U" 19 2020-09-20 1
"UNIRM_041" "WM" "A" "U" 20 2020-09-20 0
"UNIRM_042" "WM" "A" "U" 2 2020-09-20 0
"UNIRM_043" "WM" "A" "F" 19 2020-09-20 0
"UNIRM_044" "WM" "A" "F" 21 2020-09-20 0
"UNIRM_045" "WM" "A" "F" 27 2020-09-20 1
"UNIRM_046" "WM" "A" "U" 9 2020-09-20 0
"UNIRM_047" "WM" "A" "F" 1 2020-09-20 0
"UNIRM_048" "LM" "A" "F" 10 2020-09-20 0
"UNIRM_049=222" "WM" "A" "F" 15 2020-09-20 0
"UNIRM_050" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_051" "WM" "A" "U" 2 2020-09-20 0
"UNIRM_052" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_053" "WM" "A" "U" 1 2020-09-20 0
"UNIRM_054" "LM" "A" "U" 8 2020-09-20 0
"UNIRM_055" "WM" "A" "U" 17 2020-09-20 1
"UNIRM_056" "WM" "A" "U" 6 2020-09-20 0
"UNIRM_057" "WM" "A" "U" 17 2020-09-20 1
"UNIRM_058=236" "LM" "A" "U" 12 2020-09-20 0
